FIPS,Recip_County,Recip_State,Series_Complete_18PlusPop_Pct,Census2019_18PlusPop
47133,Overton County,TN,44.2,17511.0
53001,Adams County,WA,84.1,12814.0
53067,Thurston County,WA,80.0,228828.0
19131,Mitchell County,IA,60.1,8077.0
39101,Marion County,OH,59.7,51391.0
37181,Vance County,NC,72.1,34092.0
27005,Becker County,MN,67.6,26110.0
12011,Broward County,FL,83.4,1542553.0
36099,Seneca County,NY,61.6,27227.0
21177,Muhlenberg County,KY,61.8,24386.0
72087,Loiza Municipio,PR,65.9,19813.0
48123,DeWitt County,TX,56.2,15632.0
53005,Benton County,WA,70.4,150118.0
51031,Campbell County,VA,47.8,44243.0
46011,Brookings County,SD,60.9,27836.0
48453,Travis County,TX,78.7,1003575.0
54105,Wirt County,WV,59.1,4581.0
21127,Lawrence County,KY,59.8,11681.0
29057,Dade County,MO,53.6,5992.0
27063,Jackson County,MN,61.7,7741.0
05149,Yell County,AR,60.6,16163.0
32029,Storey County,NV,25.3,3624.0
38019,Cavalier County,ND,73.8,2910.0
36007,Broome County,NY,73.1,153683.0
46039,Deuel County,SD,59.0,3348.0
39135,Preble County,OH,53.7,31799.0
12017,Citrus County,FL,65.2,127662.0
37015,Bertie County,NC,61.9,15647.0
51081,Greensville County,VA,43.7,9475.0
51035,Carroll County,VA,39.3,24490.0
26139,Ottawa County,MI,69.2,222551.0
46109,Roberts County,SD,93.2,7349.0
18109,Morgan County,IN,66.2,54681.0
55137,Waushara County,WI,52.6,19983.0
13145,Harris County,GA,58.5,27721.0
24009,Calvert County,MD,81.3,71215.0
06069,San Benito County,CA,78.4,46822.0
55135,Waupaca County,WI,64.6,40690.0
17119,Madison County,IL,72.9,205885.0
17009,Brown County,IL,62.3,5529.0
05005,Baxter County,AR,54.8,34462.0
53043,Lincoln County,WA,70.0,8561.0
42033,Clearfield County,PA,59.8,64899.0
27101,Murray County,MN,65.4,6437.0
33007,Coos County,NH,70.1,26491.0
29169,Pulaski County,MO,70.6,41168.0
06015,Del Norte County,CA,51.7,21990.0
31119,Madison County,NE,58.8,26142.0
16011,Bingham County,ID,64.6,32589.0
51800,Suffolk city,VA,64.3,70152.0
05047,Franklin County,AR,59.0,13756.0
45057,Lancaster County,SC,57.4,76927.0
48183,Gregg County,TX,56.4,92074.0
06109,Tuolumne County,CA,69.4,45325.0
47111,Macon County,TN,43.0,18577.0
46025,Clark County,SD,68.3,2731.0
49025,Kane County,UT,63.9,6021.0
13153,Houston County,GA,63.8,117543.0
29127,Marion County,MO,52.7,21939.0
17199,Williamson County,IL,67.2,52143.0
16035,Clearwater County,ID,49.8,7374.0
18127,Porter County,IN,68.3,133319.0
54045,Logan County,WV,66.3,25443.0
13223,Paulding County,GA,46.4,125010.0
05003,Ashley County,AR,60.9,15259.0
40089,McCurtain County,OK,47.6,24563.0
48197,Hardeman County,TX,55.4,3087.0
21043,Carter County,KY,59.9,20830.0
17065,Hamilton County,IL,49.2,6343.0
48305,Lynn County,TX,49.8,4329.0
22027,Claiborne Parish,LA,47.8,12911.0
20131,Nemaha County,KS,69.4,7468.0
38093,Stutsman County,ND,64.0,16558.0
20185,Stafford County,KS,58.2,3188.0
01013,Butler County,AL,48.4,15174.0
13139,Hall County,GA,56.1,153638.0
39009,Athens County,OH,54.9,55914.0
48173,Glasscock County,TX,55.9,1051.0
51678,Lexington city,VA,42.9,6468.0
24001,Allegany County,MD,64.4,58261.0
40015,Caddo County,OK,80.3,21606.0
01123,Tallapoosa County,AL,47.0,32134.0
13099,Early County,GA,62.3,7657.0
