FIPS,Recip_County,Recip_State,Series_Complete_18PlusPop_Pct,Census2019_18PlusPop
51185,Tazewell County,VA,53.3,32756.0
26009,Antrim County,MI,68.3,19206.0
29053,Cooper County,MO,54.2,13892.0
05135,Sharp County,AR,49.6,13861.0
19149,Plymouth County,IA,66.3,18868.0
37039,Cherokee County,NC,71.1,23877.0
46127,Union County,SD,67.3,12054.0
39171,Williams County,OH,55.5,28386.0
51121,Montgomery County,VA,51.4,83465.0
40085,Love County,OK,54.3,7790.0
20193,Thomas County,KS,52.3,5952.0
12051,Hendry County,FL,63.7,30800.0
21081,Grant County,KY,62.8,18496.0
21147,McCreary County,KY,48.3,13525.0
40031,Comanche County,OK,79.1,92323.0
39159,Union County,OH,75.4,44532.0
17073,Henry County,IL,70.6,38104.0
39099,Mahoning County,OH,68.2,183211.0
13027,Brooks County,GA,59.1,12122.0
46013,Brown County,SD,71.5,29634.0
51840,Winchester city,VA,52.7,21768.0
42013,Blair County,PA,64.6,97209.0
56015,Goshen County,WY,49.0,10619.0
21159,Martin County,KY,65.2,9018.0
48009,Archer County,TX,70.6,6710.0
16075,Payette County,ID,42.9,17756.0
28161,Yalobusha County,MS,81.3,9441.0
47111,Macon County,TN,43.1,18577.0
51083,Halifax County,VA,51.8,27075.0
27085,McLeod County,MN,70.4,27717.0
45017,Calhoun County,SC,48.3,11827.0
37073,Gates County,NC,65.8,9230.0
18035,Delaware County,IN,57.0,93381.0
37193,Wilkes County,NC,59.7,54628.0
40019,Carter County,OK,56.4,36132.0
72153,Yauco Municipio,PR,94.2,27725.0
47105,Loudon County,TN,77.2,43729.0
72033,Catano Municipio,PR,82.0,18807.0
31153,Sarpy County,NE,79.0,136263.0
30019,Daniels County,MT,51.0,1338.0
31043,Dakota County,NE,86.8,14192.0
48225,Houston County,TX,50.5,18428.0
45009,Bamberg County,SC,60.7,11424.0
40007,Beaver County,OK,42.9,3920.0
31173,Thurston County,NE,95.0,4639.0
48113,Dallas County,TX,73.7,1955160.0
18117,Orange County,IN,70.1,15178.0
21017,Bourbon County,KY,69.8,15331.0
48483,Wheeler County,TX,48.4,3772.0
48275,Knox County,TX,51.5,2709.0
21181,Nicholas County,KY,66.4,5510.0
28075,Lauderdale County,MS,63.6,56837.0
29145,Newton County,MO,32.8,44498.0
51191,Washington County,VA,67.9,44077.0
19157,Poweshiek County,IA,69.7,14884.0
36061,New York County,NY,95.0,1396422.0
05127,Scott County,AR,61.6,7919.0
40067,Jefferson County,OK,54.4,4551.0
20079,Harvey County,KS,58.1,26160.0
46089,McPherson County,SD,52.0,1790.0
48393,Roberts County,TX,39.3,656.0
12001,Alachua County,FL,75.5,220754.0
18131,Pulaski County,IN,56.2,9616.0
02185,North Slope Borough,AK,45.7,7201.0
47081,Hickman County,TN,52.2,19996.0
29131,Miller County,MO,42.6,19614.0
55017,Chippewa County,WI,68.1,50522.0
41045,Malheur County,OR,61.8,22654.0
12023,Columbia County,FL,51.8,56246.0
72077,Juncos Municipio,PR,84.8,30585.0
54005,Boone County,WV,56.5,17009.0
48281,Lampasas County,TX,54.9,16799.0
45083,Spartanburg County,SC,54.2,245973.0
13073,Columbia County,GA,63.5,117374.0
28079,Leake County,MS,61.3,16984.0
16013,Blaine County,ID,95.0,18163.0
18069,Huntington County,IN,62.4,28633.0
38097,Traill County,ND,66.4,6205.0
13033,Burke County,GA,71.9,16641.0
36071,Orange County,NY,80.3,286940.0
72085,Las Piedras Municipio,PR,80.4,30121.0
17033,Crawford County,IL,61.5,14965.0
40053,Grant County,OK,54.6,3295.0
48081,Coke County,TX,55.3,2678.0
38023,Divide County,ND,52.2,1734.0
22123,West Carroll Parish,LA,51.4,8412.0
37101,Johnston County,NC,67.9,156585.0
05123,St. Francis County,AR,62.6,19758.0
41047,Marion County,OR,75.8,263189.0
19167,Sioux County,IA,55.2,25468.0
13225,Peach County,GA,55.3,21821.0
19173,Taylor County,IA,59.5,4687.0
36017,Chenango County,NY,72.1,37490.0
55029,Door County,WI,90.1,23171.0
28077,Lawrence County,MS,69.4,9483.0
55085,Oneida County,WI,76.4,29526.0
40087,McClain County,OK,61.6,30150.0
39069,Henry County,OH,66.0,20758.0
51007,Amelia County,VA,41.7,10405.0
13161,Jeff Davis County,GA,41.0,11177.0
16035,Clearwater County,ID,50.5,7374.0
51036,Charles City County,VA,87.8,5939.0
48055,Caldwell County,TX,66.2,33513.0
48109,Culberson County,TX,62.6,1685.0
37145,Person County,NC,71.5,31361.0
37019,Brunswick County,NC,80.0,121795.0
08079,Mineral County,CO,95.0,661.0
55031,Douglas County,WI,56.2,34706.0
47129,Morgan County,TN,62.7,17364.0
42051,Fayette County,PA,69.8,104556.0
29155,Pemiscot County,MO,42.2,11775.0
19097,Jackson County,IA,64.8,15141.0
18065,Henry County,IN,64.0,38234.0
17157,Randolph County,IL,62.3,25719.0
17113,McLean County,IL,72.2,135072.0
55013,Burnett County,WI,68.8,12730.0
21175,Morgan County,KY,56.0,10935.0
06019,Fresno County,CA,75.4,717248.0
02130,Ketchikan Gateway Borough,AK,76.7,10884.0
72067,Hormigueros Municipio,PR,86.7,13136.0
26161,Washtenaw County,MI,81.4,299837.0
35027,Lincoln County,NM,70.8,16003.0
39083,Knox County,OH,53.5,48217.0
39001,Adams County,OH,44.7,21111.0
41023,Grant County,OR,54.1,5931.0
05001,Arkansas County,AR,69.2,13479.0
22045,Iberia Parish,LA,59.5,51945.0
20105,Lincoln County,KS,54.5,2318.0
08105,Rio Grande County,CO,75.9,8747.0
05095,Monroe County,AR,69.3,5328.0
49033,Rich County,UT,70.0,1754.0
29205,Shelby County,MO,60.4,4498.0
19187,Webster County,IA,70.2,28151.0
05017,Chicot County,AR,67.1,7901.0
37013,Beaufort County,NC,69.3,37669.0
51115,Mathews County,VA,70.3,7455.0
13273,Terrell County,GA,71.3,6568.0
19005,Allamakee County,IA,67.9,10476.0
12037,Franklin County,FL,56.4,10258.0
72071,Isabela Municipio,PR,83.3,33471.0
51017,Bath County,VA,50.4,3520.0
41009,Columbia County,OR,73.0,41479.0
35037,Quay County,NM,61.9,6488.0
18119,Owen County,IN,52.0,16487.0
51131,Northampton County,VA,83.6,9408.0
51117,Mecklenburg County,VA,51.3,24881.0
39145,Scioto County,OH,62.2,59037.0
29153,Ozark County,MO,39.9,7416.0
27037,Dakota County,MN,80.9,324966.0
13003,Atkinson County,GA,52.5,6025.0
13153,Houston County,GA,64.3,117543.0
22085,Sabine Parish,LA,49.5,18376.0
53021,Franklin County,WA,69.6,64719.0
29137,Monroe County,MO,56.1,6780.0
22091,St. Helena Parish,LA,36.6,8037.0
12007,Bradford County,FL,55.2,22730.0
38025,Dunn County,ND,33.9,3314.0
18139,Rush County,IN,59.1,12836.0
48063,Camp County,TX,50.9,9646.0
31029,Chase County,NE,42.9,2952.0
21171,Monroe County,KY,57.9,8234.0
42031,Clarion County,PA,53.3,31247.0
13205,Mitchell County,GA,59.2,16956.0
16003,Adams County,ID,52.7,3549.0
45065,McCormick County,SC,66.6,8387.0
31149,Rock County,NE,45.0,1068.0
30023,Deer Lodge County,MT,62.6,7888.0
25017,Middlesex County,MA,90.2,1296083.0
31027,Cedar County,NE,54.6,6283.0
21139,Livingston County,KY,60.5,7334.0
33017,Strafford County,NH,70.7,106852.0
45079,Richland County,SC,71.9,326835.0
37167,Stanly County,NC,56.0,49282.0
40119,Payne County,OK,57.6,66254.0
41015,Curry County,OR,64.8,19678.0
01027,Clay County,AL,51.9,10566.0
48499,Wood County,TX,52.0,36952.0
17019,Champaign County,IL,72.9,170397.0
49057,Weber County,UT,75.6,187766.0
31123,Morrill County,NE,44.4,3605.0
17077,Jackson County,IL,60.2,46322.0
46047,Fall River County,SD,74.7,5586.0
17153,Pulaski County,IL,55.8,4199.0
24017,Charles County,MD,83.8,124396.0
37187,Washington County,NC,62.1,9274.0
49035,Salt Lake County,UT,83.9,851292.0
37037,Chatham County,NC,79.0,59661.0
48345,Motley County,TX,35.0,963.0
01011,Bullock County,AL,65.1,7995.0
30025,Fallon County,MT,45.0,2068.0
13237,Putnam County,GA,52.0,17786.0
17101,Lawrence County,IL,49.8,12711.0
12005,Bay County,FL,65.7,138722.0
13173,Lanier County,GA,34.0,7929.0
21039,Carlisle County,KY,52.6,3663.0
45091,York County,SC,61.0,213463.0
29121,Macon County,MO,52.1,11637.0
20109,Logan County,KS,59.7,2120.0
46057,Hamlin County,SD,66.1,4155.0
48453,Travis County,TX,79.5,1003575.0
30071,Phillips County,MT,56.2,3015.0
01075,Lamar County,AL,55.5,10853.0
02180,Nome Census Area,AK,86.0,6544.0
20009,Barton County,KS,54.9,19708.0
17171,Scott County,IL,51.6,3908.0
01121,Talladega County,AL,45.2,63273.0
48129,Donley County,TX,40.6,2643.0
17063,Grundy County,IL,69.9,38268.0
27161,Waseca County,MN,68.5,14293.0
21187,Owen County,KY,45.2,8516.0
21173,Montgomery County,KY,56.7,21587.0
30069,Petroleum County,MT,36.8,405.0
47109,McNairy County,TN,60.0,20152.0
40061,Haskell County,OK,52.8,9673.0
42065,Jefferson County,PA,60.3,34209.0
42047,Elk County,PA,67.3,24173.0
08014,Broomfield County,CO,91.2,54894.0
28011,Bolivar County,MS,73.2,23145.0
13119,Franklin County,GA,45.6,18249.0
17103,Lee County,IL,69.8,27412.0
40071,Kay County,OK,55.4,32688.0
06109,Tuolumne County,CA,59.5,45325.0
56045,Weston County,WY,46.9,5512.0
42067,Juniata County,PA,51.5,19221.0
39143,Sandusky County,OH,64.2,45583.0
34011,Cumberland County,NJ,64.5,114047.0
37055,Dare County,NC,95.0,30088.0
47017,Carroll County,TN,61.5,21798.0
08119,Teller County,CO,63.1,21098.0
37179,Union County,NC,71.5,176616.0
29033,Carroll County,MO,63.0,6723.0
17125,Mason County,IL,65.4,10570.0
41065,Wasco County,OR,78.6,20789.0
01053,Escambia County,AL,46.5,28407.0
29113,Lincoln County,MO,50.2,44035.0
48219,Hockley County,TX,52.5,17109.0
40093,Major County,OK,65.6,5663.0
48461,Upton County,TX,51.3,2610.0
22125,West Feliciana Parish,LA,95.0,13012.0
37077,Granville County,NC,78.0,48058.0
47143,Rhea County,TN,54.5,25738.0
48181,Grayson County,TX,57.1,103979.0
51700,Newport News city,VA,63.6,137743.0
47069,Hardeman County,TN,56.0,20280.0
48127,Dimmit County,TX,71.1,7223.0
55005,Barron County,WI,65.2,35535.0
21065,Estill County,KY,63.1,11088.0
30065,Musselshell County,MT,41.9,3778.0
27065,Kanabec County,MN,51.2,12837.0
17029,Coles County,IL,53.6,41564.0
53011,Clark County,WA,77.8,373555.0
32023,Nye County,NV,55.3,38803.0
22027,Claiborne Parish,LA,48.0,12911.0
05101,Newton County,AR,42.2,6257.0
28133,Sunflower County,MS,63.7,19671.0
17199,Williamson County,IL,67.6,52143.0
30027,Fergus County,MT,57.7,8781.0
20139,Osage County,KS,62.7,12260.0
48491,Williamson County,TX,80.7,441593.0
51149,Prince George County,VA,65.4,29911.0
31151,Saline County,NE,64.6,10542.0
51820,Waynesboro city,VA,53.5,17265.0
51061,Fauquier County,VA,76.0,54770.0
22097,St. Landry Parish,LA,52.8,60364.0
36107,Tioga County,NY,72.4,38260.0
47151,Scott County,TN,47.4,16747.0
51510,Alexandria city,VA,73.7,130736.0
29183,St. Charles County,MO,73.2,309726.0
36043,Herkimer County,NY,69.6,48793.0
29129,Mercer County,MO,47.6,2753.0
26067,Ionia County,MI,57.1,50447.0
21023,Bracken County,KY,58.5,6348.0
48265,Kerr County,TX,60.5,42636.0
06073,San Diego County,CA,88.9,2623534.0
04013,Maricopa County,AZ,70.8,3432976.0
17105,Livingston County,IL,61.7,27965.0
45063,Lexington County,SC,66.9,229908.0
18171,Warren County,IN,57.1,6429.0
47005,Benton County,TN,54.6,12951.0
48447,Throckmorton County,TX,48.4,1212.0
54073,Pleasants County,WV,62.4,6077.0
13159,Jasper County,GA,44.5,10924.0
30047,Lake County,MT,70.7,23376.0
54053,Mason County,WV,61.6,21030.0
47085,Humphreys County,TN,51.5,14586.0
21185,Oldham County,KY,68.3,49858.0
19037,Chickasaw County,IA,68.6,9143.0
39057,Greene County,OH,73.7,134183.0
13319,Wilkinson County,GA,63.0,6934.0
29179,Reynolds County,MO,34.0,5012.0
18151,Steuben County,IN,58.4,27623.0
29099,Jefferson County,MO,54.8,173549.0
37067,Forsyth County,NC,80.9,295401.0
48303,Lubbock County,TX,59.8,237044.0
19161,Sac County,IA,66.8,7509.0
45075,Orangeburg County,SC,67.5,67448.0
16077,Power County,ID,67.0,5333.0
12103,Pinellas County,FL,74.4,819951.0
37129,New Hanover County,NC,78.5,191812.0
06099,Stanislaus County,CA,55.4,402227.0
48419,Shelby County,TX,46.2,18710.0
13121,Fulton County,GA,66.5,835904.0
42003,Allegheny County,PA,82.2,989472.0
13125,Glascock County,GA,41.8,2328.0
34023,Middlesex County,NJ,84.8,646270.0
48235,Irion County,TX,95.0,1190.0
29211,Sullivan County,MO,54.6,4725.0
21015,Boone County,KY,77.3,99065.0
30083,Richland County,MT,51.7,8107.0
01051,Elmore County,AL,58.2,63080.0
48203,Harrison County,TX,50.5,49967.0
37109,Lincoln County,NC,62.4,67981.0
34037,Sussex County,NJ,74.0,113243.0
48395,Robertson County,TX,54.4,13074.0
40151,Woods County,OK,51.5,6992.0
39157,Tuscarawas County,OH,55.5,70996.0
72037,Ceiba Municipio,PR,86.5,9078.0
20007,Barber County,KS,61.0,3401.0
01129,Washington County,AL,57.7,12722.0
17061,Greene County,IL,53.7,10200.0
45007,Anderson County,SC,49.9,156658.0
29181,Ripley County,MO,38.0,10260.0
13123,Gilmer County,GA,49.9,25438.0
50017,Orange County,VT,60.1,23656.0
01089,Madison County,AL,74.9,292195.0
49003,Box Elder County,UT,67.4,38584.0
48221,Hood County,TX,58.3,48650.0
47047,Fayette County,TN,67.0,33523.0
37197,Yadkin County,NC,63.4,29851.0
21239,Woodford County,KY,78.4,20902.0
29201,Scott County,MO,56.1,29099.0
29009,Barry County,MO,55.7,27651.0
13055,Chattooga County,GA,48.0,19248.0
29213,Taney County,MO,49.4,44243.0
42009,Bedford County,PA,48.1,38720.0
13147,Hart County,GA,47.7,20783.0
38009,Bottineau County,ND,62.8,4939.0
18051,Gibson County,IN,58.4,25665.0
05053,Grant County,AR,57.2,14245.0
22075,Plaquemines Parish,LA,86.1,17221.0
12077,Liberty County,FL,40.1,6902.0
72025,Caguas Municipio,PR,91.5,102504.0
19125,Marion County,IA,65.5,25432.0
04003,Cochise County,AZ,78.1,98949.0
18099,Marshall County,IN,56.6,34705.0
12101,Pasco County,FL,69.6,441832.0
41039,Lane County,OR,78.0,312552.0
22081,Red River Parish,LA,46.0,6469.0
31129,Nuckolls County,NE,60.7,3334.0
19069,Franklin County,IA,66.5,7726.0
48259,Kendall County,TX,74.0,36463.0
13097,Douglas County,GA,57.6,108767.0
29147,Nodaway County,MO,55.6,18657.0
13145,Harris County,GA,59.0,27721.0
72023,Cabo Rojo Municipio,PR,79.6,39559.0
18145,Shelby County,IN,72.3,34623.0
05145,White County,AR,54.4,60632.0
06107,Tulare County,CA,69.3,324089.0
37045,Cleveland County,NC,63.5,76504.0
39175,Wyandot County,OH,59.0,16867.0
39073,Hocking County,OH,58.9,22123.0
16079,Shoshone County,ID,53.4,10245.0
21027,Breckinridge County,KY,60.3,15872.0
21165,Menifee County,KY,53.2,5298.0
40125,Pottawatomie County,OK,62.4,55626.0
48227,Howard County,TX,46.9,28652.0
55089,Ozaukee County,WI,82.3,70271.0
22109,Terrebonne Parish,LA,58.1,82718.0
47159,Smith County,TN,41.8,15662.0
06069,San Benito County,CA,78.6,46822.0
46102,Oglala Lakota County,SD,95.0,8964.0
33011,Hillsborough County,NH,72.7,332922.0
13053,Chattahoochee County,GA,95.0,8447.0
48243,Jeff Davis County,TX,51.0,2119.0
27143,Sibley County,MN,59.2,11450.0
48157,Fort Bend County,TX,84.8,590029.0
51685,Manassas Park city,VA,52.0,13538.0
30049,Lewis and Clark County,MT,71.6,54612.0
05117,Prairie County,AR,54.6,6412.0
29067,Douglas County,MO,30.6,10276.0
